CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
50001,KH 3550,"Kim, Haneol",3,2,6,3,3,0,17,38.9,1,1.88,0,18,E
50003,KH 4290,"Ingalls, Christopher",1,4,4,2,0,0,11,18.2,0,2.36,0,11,E
50005,ACCT 2101,"Clark, Kris",18,18,12,3,3,0,54,14.3,2,2.81,0,56,F
50007,ACCT 2102,"Potts, Casey",11,22,13,5,2,0,53,19.0,4,2.62,1,58,F
50008,ACCT 4310,"Chalker, Anthony",12,20,6,2,1,0,41,9.1,1,3.02,2,44,F
50009,ACCT 4391,"Clark, Kris",6,0,0,0,0,0,6,0.0,0,4.17,0,6,F
50010,ACCT 8391,"Clark, Kris",8,0,0,0,0,0,8,0.0,0,4.13,0,8,F
50011,AL 3021,"Batchelor, Jordan",9,5,2,1,2,0,19,20.0,1,2.79,0,20,E
50016,AL 8940,"Belcher, Diane",0,0,0,0,0,0,0,0.0,0,,8,8,H
50020,AS 4389,"Orfanos, Stefanos",4,2,0,0,0,0,6,0.0,0,3.67,0,6,H
50021,AS 8389,",",6,0,0,0,0,0,6,0.0,0,4.33,0,6,H
50033,BA 8510,"Maurer, Todd",0,0,0,0,0,0,0,0.0,0,,163,163,H
50034,BA 9000,"Yao, Wenxiong",0,0,0,0,0,0,0,0.0,0,,33,33,H
50035,BA 9500,"Yao, Wenxiong",0,0,0,0,0,0,0,0.0,0,,18,18,H
50037,BCOM 3950,"Pearson, Joseph",25,5,0,2,2,0,34,18.9,3,3.50,0,37,F
50038,BCOM 3950,"Costello, Jan",10,2,6,1,2,0,21,28.0,4,2.76,0,25,F
50039,BCOM 3950,"Cross, Marcia",21,10,1,0,0,0,32,0.0,0,3.63,0,32,H
50040,BCOM 3950,"Sims, Ashia",8,14,6,0,3,0,31,22.2,5,2.81,0,36,F
50041,BIOL 2310,"Maxwell, Robert",7,10,2,0,0,0,19,0.0,0,3.32,0,19,E
50043,BIOL 3810,"Zhang, Hongmei",13,6,0,0,0,0,19,13.6,3,3.68,0,22,H
50045,BIOL 3890,"Maxwell, Robert",5,6,1,0,0,0,12,7.7,1,3.25,0,13,T
50046,BIOL 3890,"Maxwell, Robert",3,8,0,0,0,0,11,8.3,1,3.27,0,12,T
50047,BIOL 3910,"Maxwell, Robert",9,5,4,0,3,0,21,18.2,1,2.86,0,22,E
50049,BIOL 4970,"Bykowski, Richard",0,0,0,0,0,0,0,0.0,0,,37,37,E
50060,BUSA 2106,"Binder, Perry",18,16,10,0,0,0,44,4.4,2,3.05,0,46,F
50061,BUSA 3000,"De Farias, Salomao",4,8,5,0,0,0,17,0.0,0,2.94,2,19,H
50062,BUSA 3000,"Boers, Jacobus",22,11,1,0,0,0,34,7.9,3,3.50,1,38,F
50063,BUSA 3000,"De Farias, Salomao",14,17,7,1,0,0,39,4.9,1,3.10,1,41,F
50064,BUSA 4980,"Matherne, Brett",3,17,18,2,2,0,42,9.1,0,2.43,2,44,F
50065,CHEM 1211 K,"Ahuja, Tarushee",13,14,8,0,5,0,40,28.6,9,2.75,0,49,E
50066,CHEM 1211 K,"Ahuja, Tarushee",11,12,9,0,3,0,35,26.1,9,2.77,2,46,E
50067,CHEM 1212 K,"Stroeva, Elina",10,15,15,0,5,0,45,14.3,2,2.51,2,49,E
50068,CHEM 3110,"Mutanyatta-Comar, Joan",20,16,7,0,0,0,43,2.3,1,3.30,0,44,E
50070,CHEM 4600,"Mariani, Victoria",26,45,23,0,2,0,96,11.1,10,3.02,2,108,E
50072,CHEM 6600,"Mariani, Victoria",8,5,0,0,0,0,13,13.3,2,3.54,0,15,E
50079,CHEM 8910,"Henary, Maged",0,0,0,0,0,0,0,0.0,0,,6,6,H
50080,CHEM 8910,"Wang, Binghe",0,0,0,0,0,0,0,0.0,0,,8,8,H
50094,CIS 2010,"Schmitz, Kurt",60,52,13,5,15,0,145,18.4,9,2.92,4,158,F
50125,ENGL 1101,"Topping, Elizabeth",21,2,0,0,1,0,24,8.0,1,3.75,0,25,T
50126,ENGL 1101,"Higgins, Matthew",11,9,2,1,1,0,24,8.3,0,3.21,0,24,E
50127,ENGL 1102,"Kimbell, Emily",11,13,0,0,0,0,24,4.0,1,3.42,0,25,E
50129,ENGL 1102,"Harris, Jennifer",11,7,2,0,2,0,22,12.5,1,3.14,1,24,H
50130,ENGL 1102,"Turner, Nicole",2,1,3,0,1,0,7,14.3,0,2.57,0,7,E
50131,ENGL 1102,"Garner, Danielle",11,2,3,0,3,0,19,20.0,1,2.95,0,20,H
50132,ENGL 1102,"Jordan, James",13,5,0,0,3,0,21,24.0,3,3.10,1,25,E
50133,ENGL 1102,"Anlicker, Christine",6,4,1,0,1,0,12,7.1,0,3.25,2,14,H
50134,ENGL 1102,"Derrick, Keith",10,10,1,0,2,0,23,12.5,1,3.13,0,24,E
50136,ENGL 8999,"Kocela, Christopher",0,0,0,0,0,0,0,0.0,0,,67,67,H
50138,ENGL 9030,"Kocela, Christopher",0,0,0,0,0,0,0,0.0,0,,45,45,H
50139,FI 3300,"Beard, David",8,13,14,3,1,0,39,16.7,3,2.62,0,42,H
50140,FI 3300,"Huang, Lixin",7,12,12,2,0,1,34,15.8,3,2.53,1,38,H
50141,FI 3300,"Huang, Lixin",2,6,7,0,0,1,16,30.4,6,2.50,1,23,H
50142,FI 3300,"Ruff, Craig",7,16,12,2,0,0,37,7.9,1,2.78,0,38,H
50143,FI 4000,"Shrikhande, Milind",16,26,0,0,1,0,43,4.6,1,3.33,0,44,H
50146,FREN 1001,"Deuson, Nicolas",9,7,2,4,5,0,27,37.5,3,2.44,2,32,E
50167,HA 8810,"Cameron, Marie",0,0,0,0,0,0,0,0.0,0,,9,9,H
50169,HADM 3010,"Kim, Soon-Ho",20,18,1,0,0,0,39,0.0,0,3.62,1,40,F
50171,HADM 4900,"Cannon, Debra",0,0,0,0,0,0,0,9.1,1,,10,11,F
50173,HIST 2110,"Grubbs, Larry",7,3,4,1,0,0,15,6.7,0,3.13,0,15,H
50180,HIST 9999,"Cummings, Alexander",0,0,0,0,0,0,0,0.0,0,,25,25,H
