CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
80001,ECON 2100,"Monteiro, Goncalo",14,4,0,0,1,0,19,5.3,0,3.63,0,19,T
80005,AL 8920,"Belcher, Diane",0,0,0,0,0,0,0,0.0,0,,9,9,T
80012,ANTH 8065,"Black, Steven",0,0,0,0,0,0,0,3.9,1,,25,26,T
80016,ANTH 8999,"Black, Steven",0,0,0,0,0,0,0,9.1,1,,10,11,T
80046,ART 1010,"Barber, Jamaal",7,9,0,1,1,0,18,15.0,1,3.22,1,20,T
80047,ART 1010,"Wilson, Jiha",12,7,0,0,0,0,19,5.0,1,3.74,0,20,T
80048,ART 1010,"Drennen, Anthony",6,8,2,2,0,0,18,20.0,2,3.00,0,20,T
80049,ART 1020,"Storm, Elizabeth",16,1,0,0,0,0,17,5.6,1,3.94,0,18,T
80051,ART 1030,"Kearns, Katie",11,4,0,0,0,0,15,5.9,1,3.67,1,17,T
80052,ASTR 1000,"McGimsey, Ben",53,11,10,7,14,0,95,22.6,2,2.88,5,102,T
80057,BIOL 2300,"Beirne, Mark",15,34,40,4,0,0,93,22.2,22,2.65,2,117,T
80058,BIOL 3800,"Shahbazi, Farideh",17,15,9,1,4,0,46,14.6,2,2.87,0,48,H
80059,BIOL 3810,"Espinola Estigarribia, Emilio Eduardo",16,5,2,0,0,0,23,0.0,0,3.57,0,23,T
80060,BIOL 3840,"Nusnbaum, Matthew",18,23,7,2,3,0,53,21.3,8,2.94,0,61,E
80062,BIOL 3900,"Waterson, Michael",20,12,9,3,4,0,48,18.0,2,2.88,0,50,T
80063,BIOL 3900,"Waterson, Michael",13,15,14,6,8,0,56,32.3,6,2.34,0,62,T
80064,BIOL 3910,"Maxwell, Robert",6,1,1,0,0,0,8,11.1,1,3.63,0,9,T
80065,BIOL 3910,"Maxwell, Robert",9,10,2,0,0,0,21,0.0,0,3.33,0,21,T
80067,BIOL 4744,"Yao, Senmei",22,5,1,0,0,0,28,0.0,0,3.82,0,28,T
80070,BIOL 6102,"Roseberry, Aaron",6,1,2,0,0,0,9,9.1,1,3.56,1,11,T
80072,BIOL 6744,"Yao, Senmei",2,3,0,0,0,0,5,16.7,1,3.40,0,6,T
80074,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,8,8,T
80084,3DS 3150,"Grabert, Bethany",8,2,1,0,0,0,11,38.9,7,3.73,0,18,T
80094,CHEM 1211 K,"Mariani, Victoria",3,3,7,0,5,0,18,36.4,3,2.00,1,22,T
80095,CHEM 1211 K,"Thota, Jyotsna",10,5,4,4,1,0,24,20.8,0,2.79,0,24,T
80096,CHEM 1211 K,"Stroeva, Elina",4,5,5,1,6,0,21,41.7,3,2.00,0,24,T
80098,CHEM 1211 K,"Mariani, Victoria",7,6,6,1,2,0,22,17.4,1,2.68,0,23,T
80099,CHEM 1212 K,"Connors, David",1,10,5,2,2,0,20,30.4,3,2.25,0,23,T
80100,CHEM 1212 K,"Connors, David",2,8,6,0,2,0,18,30.4,5,2.39,0,23,T
80101,CHEM 1212 K,"Connors, David",3,7,7,2,1,0,20,26.1,3,2.45,0,23,T
80102,CHEM 2400,"Mutanyatta-Comar, Joan",26,24,44,3,45,0,142,45.1,31,1.82,2,175,T
80103,CHEM 3110,"Harden, Jeremiah",5,2,8,0,1,0,16,16.7,2,2.69,0,18,T
80104,CHEM 4110,"Gozem, Samer",11,5,10,0,2,0,28,7.1,0,2.89,0,28,T
80107,CHEM 4600,"Ray, GiGi",34,28,48,17,16,0,143,34.5,27,2.35,4,174,T
80125,CHEM 8910,"Yang, Jenny",0,0,0,0,0,0,0,0.0,0,,7,7,T
80137,CRJU 3020,"Ballard, Ellen",18,11,12,3,4,0,48,14.6,0,2.75,0,48,E
80140,CSC 3320,"Zhao, Fengpan",7,9,5,0,0,0,21,4.6,1,3.10,0,22,T
80141,CSC 4210,"Belkasim, Saeid",11,16,13,3,1,1,45,23.1,7,2.84,0,52,T
80142,CSC 4310,"Nine, Md S Q Zulkar",13,15,5,2,2,0,37,19.5,4,3.05,0,41,T
80143,CSC 4520,"Li, Yuan",36,15,4,0,0,0,55,0.0,0,3.58,0,55,T
80162,ENGL 1101,"Meredith, Lydia",16,6,2,0,2,0,26,7.7,0,3.35,0,26,E
80163,ENGL 1101,"Fentem, Donald",3,9,7,1,5,0,25,24.0,0,2.08,0,25,T
80164,ENGL 1101,"Derrick, Keith",9,5,3,0,3,0,20,22.7,2,2.85,0,22,E
80165,ENGL 1101,"Betts, Jessica",13,6,2,0,2,0,23,19.2,3,3.17,0,26,E
80166,ENGL 1101,"Bhattacharya, Paushali",10,4,3,1,7,0,25,32.0,0,2.44,0,25,T
80167,ENGL 1101,"Byrom, Brittny",15,2,0,3,5,0,25,34.6,1,2.76,0,26,E
80168,ENGL 1101,"Gu, Baotong",16,2,6,0,3,0,27,11.1,0,3.00,0,27,E
80169,ENGL 1101,"Noringriis, Julie Herloev",15,8,2,0,2,0,27,7.4,0,3.15,0,27,T
80170,ENGL 1101,"Thompson, Abigail",12,3,5,0,7,0,27,25.9,0,2.48,0,27,E
80171,ENGL 1101,"Turner, Nicole",22,0,3,0,2,0,27,7.4,0,3.56,0,27,T
80172,ENGL 1101,"Shinholser, John",12,6,0,0,7,0,25,29.6,1,2.60,1,27,T
80173,ENGL 1101,"Burney, Leah",17,4,2,0,3,0,26,14.8,1,3.31,0,27,E
80174,ENGL 1101,"Lombardo, Thomas",17,5,1,0,2,0,25,11.1,1,3.40,1,27,T
80175,ENGL 1101,"Wells, Neena",8,10,2,2,4,0,26,23.1,0,2.62,0,26,T
80176,ENGL 1101,"Wells, Neena",5,5,1,0,11,0,22,51.9,3,1.68,2,27,E
80177,ENGL 1101,"Pennington, Donna",16,3,1,0,6,0,26,25.9,1,2.85,0,27,E
80178,ENGL 1101,"Turner, Nicole",12,3,4,0,6,0,25,24.0,0,2.64,0,25,T
