CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
10002,AAS 2010,"McFarland, Gail",45,5,1,1,2,0,54,11.9,4,3.78,1,59,T
10003,AAS 2010,"Kyles, Tarell",7,12,7,11,0,0,37,42.2,8,2.41,0,45,T
10007,ACCT 2102,"Potts, Casey",101,138,70,4,4,0,317,7.2,16,3.04,1,334,T
10008,ACCT 4210,"Muncy, Alice",19,15,8,0,0,0,42,4.6,2,3.24,0,44,T
10009,ACCT 4210,"Harroway, Freddie",15,15,3,0,2,0,35,19.5,6,3.17,0,41,T
10011,ACCT 4391,"Clark, Kris",9,1,0,0,1,0,11,9.1,0,3.64,0,11,T
10013,ACCT 8391,"Clark, Kris",8,0,0,0,0,0,8,0.0,0,4.13,0,8,T
10019,AL 8920,"Belcher, Diane",0,0,0,0,0,0,0,0.0,0,,29,29,T
10020,AL 8930,"Belcher, Diane",0,0,0,0,0,0,0,0.0,0,,19,19,T
10021,AL 8940,"Belcher, Diane",0,0,0,0,0,0,0,0.0,0,,34,34,T
10022,ANTH 1102,"Turner-Livermore, Bethany",53,8,2,0,2,0,65,7.4,3,3.86,0,68,T
10023,ANTH 2020,"Papavasiliou, Faidra",30,24,7,1,0,0,62,7.5,4,3.40,1,67,T
10026,ANTH 8065,"Kozaitis, Kathryn",0,0,0,0,0,0,0,0.0,0,,21,21,T
10071,BA 8510,",",0,0,0,0,0,0,0,0.0,0,,283,283,T
10072,BA 9000,"Yao, Wenxiong",0,0,0,0,0,0,0,0.0,0,,62,62,T
10073,BA 9500,"Yao, Wenxiong",0,0,0,0,0,0,0,0.0,0,,13,13,T
10074,BA 9510,",",0,0,0,0,0,0,0,0.0,0,,26,26,T
10075,BCOM 3950,"Cross, Marcia",20,6,1,0,0,0,27,0.0,0,3.74,1,28,T
10076,BCOM 3950,"Sandmeier, Miglena",23,5,0,0,0,0,28,3.5,1,3.89,0,29,T
10077,BCOM 3950,"Costello, Jan",10,12,2,0,0,0,24,10.7,3,3.29,1,28,T
10078,BCOM 3950,"Guthrie, Kenneth",8,7,2,1,0,0,18,39.3,10,3.17,0,28,T
10079,BCOM 3950,"Cross, Marcia",16,9,2,0,1,0,28,6.9,1,3.43,0,29,T
10080,BCOM 3950,"Costello, Jan",3,12,8,0,1,0,24,14.8,3,2.75,0,27,T
10081,BCOM 3950,"Menes, Sandra",10,13,2,2,0,0,27,10.7,1,3.11,0,28,T
10082,BCOM 3950,"Nelson, Veatrice",17,6,3,1,1,0,28,7.1,0,3.25,0,28,T
10083,BCOM 3950,"Pearson, Nicole",20,4,1,0,0,0,25,7.1,2,3.88,1,28,T
10084,BCOM 3950,"Guthrie, Kenneth",1,13,8,0,0,0,22,18.5,5,2.68,0,27,T
10086,BIOL 3800,"Poole, Therese",21,28,6,0,0,0,55,5.2,3,3.25,0,58,T
10087,BIOL 3800,"Zhang, Hongmei",32,16,6,2,0,0,56,10.0,4,3.39,0,60,T
